12263.0,"[12236.0, 41.0, 0.0, 12263.0, 0.01, 1.66514, 0.0, 0.0, -0.71, 998.54]"
12264.0,"[12234.0, 25.0, 0.0, 12264.0, 0.01, 1.65511, 0.0, 0.0, -0.75, 999.25]"
12265.0,"[12234.0, 25.0, 2.0, 12265.0, 0.01, 1.6802, 0.0, 0.0, 0.0, 0.0]"
12266.0,"[12234.0, 25.0, 2.0, 12266.0, 0.01, 1.6802, 0.0, 0.0, 0.0, 0.0]"
12267.0,"[12234.0, 25.0, 2.0, 12267.0, 0.01, 1.6802, 0.0, 0.0, 0.0, 0.0]"
12268.0,"[12236.0, 41.0, 2.0, 12268.0, 0.01, 1.68996, 0.0, 0.0, 0.0, 0.0]"
12269.0,"[12236.0, 41.0, 2.0, 12269.0, 0.01, 1.68996, 0.0, 0.0, 0.0, 0.0]"
12270.0,"[12236.0, 41.0, 2.0, 12270.0, 0.01, 1.68996, 0.0, 0.0, 0.0, 0.0]"
12271.0,"[12207.0, 41.0, 2.0, 12271.0, 0.01, 1.65335, 0.0, 0.0, 0.0, 0.0]"
12272.0,"[12207.0, 41.0, 2.0, 12272.0, 0.01, 1.65335, 0.0, 0.0, 0.0, 0.0]"
12273.0,"[12206.0, 39.0, 0.0, 12273.0, 0.01, 1.6359, 0.0, 0.0, -0.63, 998.62]"
12274.0,"[12206.0, 39.0, 2.0, 12274.0, 0.01, 1.66054, 0.0, 0.0, 0.0, 0.0]"
12275.0,"[12206.0, 39.0, 2.0, 12275.0, 0.01, 1.66054, 0.0, 0.0, 0.0, 0.0]"
12276.0,"[12206.0, 39.0, 2.0, 12276.0, 0.01, 1.66054, 0.0, 0.0, 0.0, 0.0]"
12277.0,"[12207.0, 41.0, 2.0, 12277.0, 0.01, 1.65335, 0.0, 0.0, 0.0, 0.0]"
12280.0,"[12216.0, 24.0, 0.0, 12280.0, 0.01, 1.66835, 0.0, 0.0, -0.72, 998.53]"
12281.0,"[12243.0, 41.0, 2.0, 12281.0, 0.01, 1.66014, 0.0, 0.0, 0.0, 0.0]"
12282.0,"[12243.0, 41.0, 2.0, 12282.0, 0.01, 1.66014, 0.0, 0.0, 0.0, 0.0]"
12283.0,"[12213.0, 25.0, 0.0, 12283.0, 0.01, 1.64484, 0.0, 0.0, -0.72, 997.81]"
12284.0,"[12235.0, 39.0, 0.0, 12284.0, 0.01, 1.66372, 0.0, 0.0, -0.66, 998.59]"
12285.0,"[12235.0, 39.0, 2.0, 12285.0, 0.01, 1.68842, 0.0, 0.0, 0.0, 0.0]"
12286.0,"[12234.0, 40.0, 2.0, 12286.0, 0.01, 1.62972, 0.0, 0.0, 0.0, 0.0]"
12287.0,"[12234.0, 40.0, 2.0, 12287.0, 0.01, 1.67964, 0.0, 0.0, 0.0, 0.0]"
